,time,dong,pop,m0,m70,f0,f70,m10,m20,m30,m40,m50,m60,f10,f20,f30,f40,f50,f60
29,0,11140665,13127.7716,456.6607,733.8934,368.54110000000003,1060.5454,472.87,592.0921999999999,961.0056999999999,1077.5572,1053.5437,734.8811,501.7922,852.1199,1101.5682,1054.4045,1090.5188,880.6382
30,0,11140670,14119.365600000001,605.4143,553.7959,514.5626,738.4888,247.6439,893.8352,1661.3533,1102.3504,828.194,569.4044,272.92040000000003,1644.8159,1680.4429,1165.089,799.8871,671.6972
31,0,11140680,6785.4068,228.9917,331.399,136.5663,515.615,180.14249999999998,330.1707,573.8301,696.366,499.5401,331.5747,179.8828,498.993,746.0311,593.3932,494.4892,291.4793
32,0,11170510,14562.8688,570.4911,610.1474000000001,340.3603,944.1327,636.9968,780.2235,1258.5538,1149.8762,1014.065,771.885,470.1262,1012.2025,1440.2603,1145.844,1075.2877,926.6917
33,0,11170520,11412.647700000001,187.5881,452.92289999999997,223.1488,857.5665,294.8034,933.3892000000001,1206.7029,1033.0625,693.8737,415.0609,319.4495,1030.2873,1235.1842000000001,1020.7115,673.4875999999999,616.4168
34,0,11170530,8959.4427,134.1036,420.4235,91.8032,470.2803,152.2421,782.8642,978.6635,850.2221999999999,949.129,641.2179,162.1771,817.9775,801.6252,546.0294,587.1437999999999,383.2191
35,0,11170555,21873.0238,295.8751,703.7988,343.4215,1284.7574,528.4594999999999,1784.5001,2134.6588,1458.4051,1452.3814,859.9902000000001,796.1333999999999,3855.0307000000003,2244.6773,1481.3178,1434.6995,967.3708
36,0,11170560,18422.2282,581.1657,456.1636,730.8763,715.5773,472.8631,1008.2356,2044.6390999999999,1717.2447,1118.698,666.019,510.6958,1791.3818,2867.33,1604.4479,1181.9658,783.8744
37,0,11170570,15581.6336,679.0248,715.3299,324.7087,1102.9384,569.3404,680.8537,1281.9225999999999,1400.8892,1233.6375,734.267,636.8869,1081.162,1553.2655,1310.0004,1115.0806,899.223
38,0,11170580,9823.818500000001,248.0489,340.4568,332.2271,667.4352,299.2837,568.7512,869.1878,817.9842,658.3380999999999,411.4339,423.4136,903.4943000000001,1066.7283,807.4034,753.9869,510.8279
39,0,11170590,9254.7148,377.3833,350.6627,235.6025,692.1992,306.4001,496.1284,702.1906,708.3196,635.9593,429.2348,321.4168,693.3731,974.6281,725.4082999999999,716.5647,541.7901
40,0,11170625,36517.2158,964.366,1081.9503,894.5278,1356.4885,1062.6589000000001,3864.4058000000005,4397.9511,3478.7471,2498.9462,1394.8319,918.6256,3153.5598999999997,4265.3878,2984.6317,2386.1256,1595.6071
41,0,11170630,25038.529,1356.8589,1117.9679,1208.039,1657.0816,1369.7124999999999,803.1582,1364.7317,2263.4895,2038.1342,1157.8405,1221.8416,1082.0266,1788.2059,2567.8723,2023.1390000000001,1285.5735
42,0,11170640,7171.9384,207.7679,363.5605,214.076,728.1887,190.4284,310.40250000000003,565.8259,583.022,564.2305,412.9842,198.4322,406.9643,649.1928,518.5487,582.1822,484.5833
43,0,11170650,15683.8252,142.855,324.9153,123.0093,474.0592,304.227,3024.6107,2726.2621,1241.3548,680.4383,405.30519999999996,254.3882,2587.6615999999995,1623.3798,745.8411,571.4438,399.6919
44,0,11170660,11973.7656,353.0489,426.6992,327.4712,582.9253,338.3582,673.8936,1275.6209000000001,1366.2491,742.8622,405.7753,337.6581,941.7141,1485.0813,1294.6853,773.421,539.0924
45,0,11170685,22433.214,582.2221,590.7543000000001,476.6773,1054.736,536.4484,2037.8790000000001,2493.495,2496.0259,1509.5508,798.7971,467.4264,1670.0655000000002,2696.8278,2176.1583,1297.6163999999999,997.6027
46,0,11170690,12804.9291,510.7306,511.7152,413.1872,886.9415,722.8913,611.6034,809.3588,1168.9425999999999,1092.4406,695.9662,605.3652999999999,703.4464,891.4421,1292.0478,1013.8231,628.0459
47,0,11170700,7651.8153999999995,128.8263,246.3436,83.3982,525.8613,280.6151,481.634,691.1805,745.9946,699.8589,379.6569,175.4919,434.1046,577.0827,816.9662,621.9339,448.2629
48,0,11200520,16153.2641,458.223,612.4791,434.7838,1049.2924,568.3774,1044.0109,1499.4388999999999,1193.2899,1029.8044,767.4415,593.7271,1449.3121,1765.386,1378.4042,1269.7071,901.9847
49,0,11200535,29831.8474,1387.6444999999999,970.8598000000001,1296.9352000000001,1723.5657,806.6547,1946.2332000000001,2597.6784000000002,2516.7181,1960.7952,1290.8908,840.2953,2938.042,2968.185,2574.6278,2261.1250999999997,1462.1416
50,0,11200540,19626.2349,508.9925,873.22,524.6748,1376.5334,707.2353,1601.0914,1393.1494,1475.6843,1403.5154,948.387,795.8874000000001,1902.6125,1661.1278,1286.0236,1577.5402,1195.9195
51,0,11200550,20087.1471,217.9669,489.0856,314.6682,733.8243,810.829,4824.1786,1438.8385,953.8756000000001,833.8526,539.6786,977.4658,4450.1882,1152.4213,736.2900000000001,809.1370000000001,604.6008
52,0,11200560,27481.4921,894.8692,788.9803,774.1613,1092.4902,1087.8413,2493.9839,2365.0464,2450.7897000000003,1978.9159,1177.3988,1184.8651,3021.5881,2665.4752,2219.64,1841.9203,1151.7038
53,0,11200570,21841.4765,726.9597,852.5579,837.4648,1611.5756000000001,908.2415,920.3102,1673.8735,1891.7033999999999,1560.768,1016.9924,1025.7746,1226.8346999999999,2093.0698,2312.8754,1641.8932,1229.1335
54,0,11200580,12280.2242,408.2884,591.8656,557.2697,837.6104,629.7379999999999,413.3163,732.9496,1025.5446,956.1872,524.9087,682.9151,571.6174,1005.5984,1267.6768,1019.529,640.7719
55,0,11200590,14907.1623,647.9423,605.9613,822.117,930.9337,713.6622,500.4546,1029.8154,1429.9332,979.6703,627.407,659.2858,655.9966,1380.324,1568.4868,1100.0954,879.9217
56,0,11200615,22578.5506,929.2616,864.2106,863.2008,1714.3306,691.1983,912.8962,1856.4827,2007.0163,1627.7941,1030.8091,736.075,1190.2271,2329.6955,2172.262,1860.0248,1326.2399
57,0,11200620,11564.2243,535.3008,432.8983,500.8345,846.4035,295.9872,402.9737,917.5608,1089.8875,871.9539,567.2603,314.0905,510.09680000000003,1240.9957,1101.8451,896.0514,660.9633
58,0,11200645,26918.0214,1769.3218,1211.4092,1471.0927,1919.6961,839.538,829.7383,2088.8062,2599.661,1707.9413,1123.4489,866.7154,1168.6923,2595.6088,2703.3198,1974.8885,1617.3849
59,0,11200650,15039.3594,431.8225,573.309,336.7806,759.4435,465.1513,976.8313,1444.8601,1301.4556,1179.8491,853.8829,468.9137,1112.9271,1562.2391,1089.556,1291.5049,826.1226
60,0,11200660,14089.0921,402.1513,409.5316,358.522,635.341,431.2031,917.1132,1471.4969,1394.591,1030.2962,765.0814,395.3722,1198.0179,1477.7199,1164.8988,864.3816,684.45
61,0,11200670,16865.0909,460.9789,578.5603,390.6267,909.9022,498.2964,1078.5632,1626.9495,1354.6859,1450.6575,1100.9062,527.2839,1405.329,1535.3644,1126.6133,1386.0302,1067.522
62,0,11200690,24295.5878,642.369,880.3254,652.7620000000001,1214.2649999999999,598.1432,2180.9710999999998,2627.8978,2317.3646,1766.6749,1081.7092,692.5578,2504.4096,2330.8379999999997,1845.6649,1695.9783,1145.5452
63,0,11200720,10336.5157,201.4841,362.70799999999997,265.824,613.36,197.02620000000002,1008.4786,1011.3495,908.2148,703.6328,545.7112999999999,281.5798,1237.4151,873.3338,735.1371,639.1196,541.5136
64,0,11200790,17512.3412,318.4236,555.3976,298.8308,1016.7517,533.0454,1660.9445,1625.3884,1371.8663999999999,1549.4012,916.4853999999999,477.189,2060.6829,1651.839,1233.0572,1252.7793,765.4676
65,0,11215710,40770.2468,275.9593,761.8538,235.6583,1073.8799,1265.6631,8999.285,3523.6959,2049.2648,1610.4228,838.3214,1247.432,11047.613,3422.3905,1749.1525,1334.9203,997.9734000000001
66,0,11215730,23944.3164,597.4811,614.6008,514.2728999999999,983.8221,832.5202,3348.815,2117.5066,1516.6479000000002,1337.3409,848.0182,813.268,4172.6921,2194.4986,1592.0298,1164.9605,877.6913999999999
67,0,11215740,14926.6995,485.69800000000004,555.9311,356.788,740.1397000000001,447.72180000000003,1184.1927,1557.3084,1182.8374,957.8031,682.2053,352.378,1663.8329999999999,1626.97,1110.2352,960.2531,855.5038
68,0,11215750,20342.1243,703.886,732.7472,604.9345,1377.5643,722.9236,1406.5579,1756.2665,1549.6179,1422.2392,897.8442,721.9662,1825.01,1981.791,1489.5113,1619.0487,1196.8539
69,0,11215760,15043.9849,487.1737,595.0550000000001,458.6096,1086.3437,434.4508,977.663,1441.5910000000001,1103.2554,1132.9950000000001,789.8102,516.4403,1159.6327,1333.1166,993.2208,1311.0795,1028.7701
70,0,11215770,25678.5837,735.4625,1284.9745,766.2397,1917.0707,822.6254,1660.5678,1826.5889,1821.2968,1905.0141,1508.6707,844.2363,1718.8219,2152.5311,1967.1272,2225.964,1964.4968999999999
71,0,11215780,12437.2983,410.2108,429.19509999999997,414.2693,625.1813,254.10250000000002,1167.9826,1229.415,995.2125,738.9605,417.8738,349.9401,1528.1061,1489.4612,868.1412,736.7242,514.2145
72,0,11215810,36363.1022,1783.2049,1234.8687,1910.3129999999999,1456.7418,3160.4012,1652.2777,1714.2537,3128.9256,2671.9909,1409.501,3365.0643,1915.0143,2066.7926,4013.9014,2852.16,1549.2131
73,0,11215820,25365.646,598.7994,784.8465,531.5812999999999,1374.8691,969.8503,2522.9443,2265.5652,1870.2579,1776.7804,1089.8496,917.8607,3112.2309,2272.8992,1892.6868,1807.3866,1331.5034
74,0,11215830,22577.064300000002,929.0944,971.6576,846.5842,1391.12,862.0543,1260.5044,1854.0304999999998,1859.4461999999999,1647.7003,1063.8376,893.7212,1586.6922,2041.9071000000001,1893.7834,1664.0724,1437.2734
75,0,11215840,26144.7983,1038.4798,1110.2769,1047.6971,1647.1925,1249.3768,1595.5256,1829.7066,2044.7873,1753.2146,1121.8821,1212.5196,1956.9877,2154.8262,2308.5556,1813.5836,1386.785
76,0,11215847,25574.2042,628.418,840.2177,425.8056,1474.7444,695.3293,2360.8588,2239.5644,1839.9513,2002.0022000000001,1343.0638,633.6629,3244.4867,2217.1475,1795.7855,1951.9187,1601.3159
77,0,11215850,24563.2196,598.9577,727.4774,433.50739999999996,1263.3288,733.218,2295.1324,2437.1069,1888.766,1654.1280000000002,1007.2631,728.9635000000001,2833.2915000000003,2434.5613,2042.6602,1842.1286,1253.6222
78,0,11215860,21406.2099,741.482,976.3005,711.8623,1453.168,959.7506,1151.8596,1468.1897,1657.1181,1416.8044,1045.3562,1059.7538,1400.481,1645.0403,1995.4795,1831.0396,1418.232
79,0,11215870,25940.3493,1028.6004,986.4493,884.3102,1439.8684,1393.0933,1274.1712,1761.2612000000001,2100.7996,2127.3969,1133.399,1366.059,1747.1667,2145.2819,2412.6739,2164.0699,1548.9494
80,0,11230536,37720.364199999996,881.9372999999999,1628.1426,773.9191,2418.6997,910.153,3263.4189,3351.0941000000003,3162.8433,2824.2454,1850.7347,874.3582,4429.9331,3608.6343,2708.5404,2542.6928,1913.8101000000001
81,0,11230545,30425.517,700.8515,1509.9703,484.5773,2455.5702,1019.4037000000001,3436.9465,2013.8919,1923.674,2171.7235,1601.0345,1176.7096,4572.0064,1806.9884,1683.7415,1874.7223,1623.3215
82,0,11230560,35307.9786,1021.2326,1394.485,1014.4843,2277.6794,1223.9791,3234.3007000000002,2657.9599,3033.393,2427.8161,1590.9079,1354.7796,4021.7365,2649.0724,2537.2861,2549.9977,1962.2952
83,0,11230570,14524.378,515.1402,688.0854,581.2565,1085.6048,694.6901,788.1659,863.3564,1179.1413,991.8344999999999,685.2658,760.8056,1077.1621,1033.7306,1235.1181000000001,1074.5575,945.9215
84,0,11230600,25115.0978,969.4772,913.7057,1249.9958,1589.2314,801.2054,1424.5227,1985.6453999999999,2254.175,1701.8793,1162.9547,962.2036999999999,1860.0641,2395.0132,2289.2964,1732.6952999999999,1332.2909
85,0,11230610,23288.4042,840.9082999999999,1088.6982,593.2869000000001,1912.0038,829.4612999999999,1090.2723,1712.8728,1933.1835,1747.5394000000001,1207.924,726.4059,1274.3895,2155.0573,2060.5036,1847.2727,1596.4567
86,0,11230650,35891.0411,1105.7716,1400.9869,1261.3111999999999,2192.475,1077.1269,2150.3977,3264.456,3532.7858,2587.2482999999997,1764.1421,1138.5401,2716.108,3253.1358,3306.9731,2421.4446,2024.3607
87,0,11230660,29124.1518,1350.8382,1165.3479,1326.5219,1920.4205,1378.4167,1517.5989,2083.5931,2816.3032,2088.9017,1223.2171,1281.6538,1969.2959,2498.4351,2668.053,2117.6154,1301.797
88,0,11230705,17385.7294,249.3396,1109.961,276.4228,1767.0852,447.5765,1281.2073,1180.5965,1250.8801,1237.6547,1111.6757,430.78499999999997,1717.363,1046.8044,1091.7572,1356.0058,1251.798
89,0,11230710,18435.109800000002,374.1343,528.7427,364.6024,975.5681000000001,674.8263000000001,3456.4253,991.2134,823.5656,789.5487,524.6547,822.3023,4745.5421,950.85,872.4963,749.3572,685.8778
90,0,11230720,17209.4643,247.3303,490.362,341.0785,1025.9732,563.1442,2417.6335,1191.7608,935.0713999999999,906.7852,609.4678,619.6434,3835.5226,1161.308,878.2254,1011.1908999999999,600.1539
91,0,11230730,20591.8988,459.7379,787.5643,460.73470000000003,1325.6804,902.9569,2614.5931,1321.8606,1281.2964,1208.3736,803.8034,926.5211,3120.3847,1294.1364,1232.132,1305.6047,1002.2643
92,0,11230740,22884.9351,179.7962,641.279,235.5271,1009.4609,731.8062,4381.0587,1115.4599,944.8714,1085.9727,600.6442,1061.6067,6274.6291,1025.7883,976.7811,979.4827,615.1513
93,0,11230750,15538.693,574.8566,729.0006999999999,571.3667,1163.3351,858.1836,1008.2858,765.7981,1287.6336000000001,1161.7906,788.2267,790.2026,1219.3006,988.5856,1202.5243,1169.681,830.7146
94,0,11260520,21178.577,837.2693,902.6872,716.4949,1545.2144,854.2682,1120.135,1510.5188,1749.2973,1778.0952,1193.9711,896.6976000000001,1438.4317,1557.3534,1456.6345999999999,1854.1717,1402.682
95,0,11260540,16064.5108,558.4151,826.3361,474.5818,1424.7866,488.54769999999996,771.5244,1087.5332,1409.1791,1230.833,902.3361,473.2413,979.9252,1314.833,1310.8948,1279.1014,1072.7782
96,0,11260550,13089.062899999999,375.514,645.7342,578.5023,942.3619,503.7951,594.7401,1088.8054,1090.9558,1047.792,715.7578,472.09499999999997,714.8219,1156.2159,963.5061,1081.4478,775.293
97,0,11260565,30140.8343,607.4341,1227.5604,571.5506,2352.8306000000002,831.2426,2085.7792,2723.4737,2168.2378,2554.3525,1603.6459,774.2829,2365.3798,2735.4144,2153.224,2700.3381,2039.0723
98,0,11260570,17720.8052,686.8917,965.5182,474.5071,1518.1849,581.667,939.5297,1227.2521,1418.5912,1330.4407,1069.2457,453.0245,1124.0577,1403.1544,1335.6671000000001,1506.2943,1293.8056
99,0,11260575,20624.5155,477.1962,1097.5430999999999,396.71,1591.937,581.5827,1424.5288,1714.9039,1682.5478,1596.7755,1135.1833,533.6732,1665.4687000000001,1606.9899,1415.7668,1657.5409,1369.1741
100,0,11260580,15833.8819,602.5070000000001,724.6034,393.1431,1124.0374,646.571,805.7316,1178.6064000000001,1248.7765,1112.4708,872.1333,539.7115,980.1888,1375.1718,1219.1338,1303.5225,1108.9936
101,0,11260590,26102.3497,518.5310000000001,801.3285000000001,436.7896,1413.5042,588.1327,2767.5243,3078.8966,1803.2291,1820.3002,1091.5205,455.846,3489.321,3140.6453,1569.9205,1580.0167000000001,1263.934
102,0,11260600,18526.8429,781.7335,929.7002,700.984,1501.0833,683.8794,997.9694,1445.809,1429.9899,1257.691,1042.4449,648.9568,1088.4594,1537.5744,1277.3261,1524.4492,1341.0927
103,0,11260610,25875.2681,808.6114,1381.1231,610.8593,2064.5557,813.2307000000001,1638.7543,2055.4281,1930.8704,2087.425,1756.3422,556.9116,1842.9961,1967.2558999999999,1807.0342,2148.5389,1957.9463
104,0,11260620,27465.2838,1043.0683999999999,1394.0328,864.95,2185.4662,1260.1076,1469.7146,1883.1152,2096.8173,1954.1208,1361.0846,1095.6366,2059.9152,2153.6243,2053.302,2209.2558,1873.9759
105,0,11260630,18654.7807,631.3087,820.837,489.8854,1383.3189,652.5437,1119.4865,1492.3558,1455.2619,1501.3783,1039.6477,550.5281,1530.7487,1404.9165,1470.5406,1632.8612,1293.9837
106,0,11260655,41279.7245,1511.8675,1954.7711,1430.8437000000001,2897.6538,1443.7453,2175.7673,3421.4331,3434.4697,2914.4708,2085.3899,1584.7426,2672.4381,3547.0229,3745.7138,3120.502,2693.4228
107,0,11260660,12799.280999999999,338.0849,659.4246,185.2002,1129.8795,364.4083,775.6917,911.5434,918.2348,1083.4513,932.0493,301.1105,866.5961,926.5867,878.0932,1239.2101,913.3963
108,0,11260680,35718.363,2120.2237999999998,1524.3071,1894.5633,2483.5601,1785.9043,1680.6638,2327.0109,2628.6351999999997,2524.054,1860.9835,1776.5455,1826.3036,2765.2063000000003,2706.3177,2838.652,2327.4079
109,0,11260690,15976.242400000001,565.4046,1031.0929,530.8233,1308.6986,777.2815,673.3231,1041.8917000000001,1101.004,1206.0895,968.7543,619.7906,848.7498,1134.8035,1287.0415,1369.96,1256.8929
110,0,11290525,19934.7362,580.8293,813.1452,446.85699999999997,1482.5646,863.389,1303.6509,1493.079,1454.513,1396.3939,1004.5994000000001,825.3296,1566.3533,1689.0236,1683.535,1818.9090999999999,1274.806
111,0,11290555,24430.8951,680.6903,796.7803,475.178,1343.0797,1099.3895,2387.3537,1613.9696000000001,1921.7484,1755.6851,886.4073,1074.4631,3223.2454,1928.2455,1806.9565,1817.7785,1120.0425
112,0,11290575,23514.2421,444.3778,741.3051,454.7798,1178.2483,814.1659,2627.2648,1660.9624,1459.7997,1371.8468,688.2769,1147.4933,4961.9643,1779.362,1587.3547,1479.2534,882.9585999999999
113,0,11290580,12723.676,326.5236,795.8755,320.3323,1295.2062,569.0674,588.948,741.4174,823.3444000000001,1024.4475,736.4204,563.632,830.3016,878.0563000000001,888.9982,1199.9467,904.6546000000001
114,0,11290590,17199.7026,817.2723,676.7905,712.3122,1079.085,1052.7909,826.3879,920.9941,1367.3253,1233.5141,766.1969,984.2826,1046.1458,1218.8101,1627.8912,1535.2657,1003.0917
115,0,11290600,21824.1941,159.89860000000002,596.585,240.5694,1044.7133,911.8367,4624.9557,1369.627,965.0951,1061.6545,576.6012000000001,1119.3395,4943.4378,1246.2634,893.8662,972.3173,743.3842999999999
116,0,11290610,17457.305,495.3069,660.731,447.8886,1388.9926,470.7606,1402.4337,1247.0875,1251.4946,1251.1761999999999,881.4077,513.3557,1926.1495,1519.126,1292.1847,1372.7969,996.5945
117,0,11290620,13853.2776,586.4175,646.6458,565.7975,1110.6971,666.0673,689.3471,688.3889,1203.071,992.2301,626.2236,769.2412,766.8111,1025.3063,1223.9482,1183.0702,852.5498
118,0,11290630,21313.102,746.5469,1006.2722,1021.9733,1381.513,995.6269,1213.5738999999999,1471.8706,1627.6052,1542.0537,1058.958,896.2579000000001,1450.6191,1689.7543,1769.7887,1730.6382,1391.9059
119,0,11290640,15393.7277,350.1584,558.3149,272.0259,892.8577,797.2706,3034.8251999999998,883.6529,681.3429,818.2199,568.6235,709.3559,2709.1381,754.7391,581.1132,826.8976,647.6484
120,0,11290650,21268.216800000002,748.3121,1076.6779999999999,681.0488,1752.3744,1041.7115,1297.157,1122.1437,1538.6179,1562.4471,942.9825999999999,996.153,1694.9863,1433.0748,1669.317,1713.7743,1410.7811
121,0,11290660,40199.7956,3027.1695,1016.3486,2648.0578,2149.087,3031.3967,1639.3728,1776.4828,3683.8869,2895.0041,1230.6899,3035.2213,1996.0693,2385.2055,4567.9612,2894.3464,1721.8673
122,0,11290685,19662.0538,1033.2854,809.2366000000001,800.1223,1413.9224,1139.179,1046.9924,1091.0846,1775.9931,1383.2731,690.065,1085.2348,1198.0687,1345.9162000000001,2036.5829,1562.933,1019.0741
123,0,11290705,42256.108,1526.2197,1785.0742,1493.227,3030.913,2198.3597,3338.7903,2603.8776,3070.175,2953.8949000000002,1987.651,2049.7689,4387.2798,2740.5354,3122.1420000000003,3182.8429,2326.3518
124,0,11290715,29532.6678,1355.0437,1126.5634,1173.5359,2213.3017,1636.3138000000001,1754.8719,1863.9437,2372.0576,2192.0784,1250.3879,1641.3764,2082.3206999999998,2091.3145,2536.6994,2248.1946,1528.0939
125,0,11290725,21990.953700000002,919.4281,1032.2907,608.5379,1777.3077,1047.3552,1510.3878,1533.6,1429.7934,1486.8387,966.0799,913.2763,2495.0566,1562.131,1502.5223999999998,1596.3316,1254.5797
126,0,11290760,23233.4225,805.438,968.4989,922.2874,1669.2512,1233.8173,1229.6498,1561.6023,1789.8277,1720.9737,1261.8084,1205.8833,1557.6473,1723.6092,1939.2695,2136.3775,1417.9139
127,0,11290770,11445.4331,248.58089999999999,602.6115,264.1474,1069.4667,438.5463,617.9555,788.1385,839.5499,891.0056,515.4186,425.4379,896.9138,890.2163,842.4903,951.6097,830.6796
128,0,11290780,8589.4903,288.8407,404.51980000000003,271.8774,679.6173,378.4129,496.124,557.6614,717.5995,665.2244000000001,390.1961,320.3782,639.3282,586.6877,628.8549,661.6717,570.6214
129,0,11290810,28989.8288,916.7982,1352.1888,783.3151,2435.3172,1062.8429,2016.6662,2071.2977,2198.2628,2212.4181,1559.7692,824.0929,2633.6689,2139.6238,2026.2578,2372.7395,1907.4806
130,0,11305534,25423.2143,925.5447,1434.421,556.6552,2316.6001,1122.5108,1457.8513,1612.2544,2012.911,2099.882,1424.1001,927.5228,1601.8901,1450.8149,2005.5972,2174.1439,1840.4641
